MESAoutput3.py,Summary
X=0.6
0.50,convection threshold
t_age,t_dyn,t_KH,t_nuc,Mass,Radius,Temperature,Luminosity,H power,k2_ave,delta k2,Q,kAM,Thermal Energy,Gravitational Potential Energy,H core frac.,NCerr,NCzone,Conv1in,Conv1out,Conv2in,Conv2out,Conv3in,Conv3out,
y,y,y,y,Msun,Rsun,K,Lsun,Lsun, , ,,,J,J,,,,R/R,R/R,R/R,R/R,R/R,R/R,
EOH
2.8098209734e+11,2.1322031811e+03,5.4200e+08,2.8033e+11,0.1584893,1.93040e-01,3.602e+03,5.654e-03,5.654e-03,0.20818,0.00005,0.16053,0.09562,2.0143e+40,-4.2212e+40,5.9917572e-01,0,1,0.000000000,0.999954831
2.8043628622e+11,2.1937653595e+03,5.2711e+08,2.6945e+11,0.1659587,1.99782e-01,3.618e+03,6.159e-03,6.159e-03,0.20795,0.00005,0.16012,0.09533,2.1478e+40,-4.4744e+40,5.9702087e-01,0,1,0.000000000,0.999955124
2.8553489559e+11,2.2570636371e+03,5.1220e+08,2.5877e+11,0.1737801,2.06756e-01,3.634e+03,6.716e-03,6.716e-03,0.20773,0.00005,0.15970,0.09503,2.2895e+40,-4.7432e+40,5.9265834e-01,0,1,0.000000000,0.999955504
2.7302357460e+11,2.3195654642e+03,5.0193e+08,2.5043e+11,0.1819701,2.13812e-01,3.644e+03,7.266e-03,7.266e-03,0.20754,0.00005,0.15936,0.09478,2.4387e+40,-5.0314e+40,5.9441049e-01,0,1,0.000000000,0.999955663
2.7509721329e+11,2.3849400251e+03,4.8945e+08,2.4125e+11,0.1905461,2.21181e-01,3.659e+03,7.898e-03,7.898e-03,0.20732,0.00005,0.15894,0.09449,2.5976e+40,-5.3362e+40,5.9078318e-01,0,1,0.000000000,0.999956023
2.5209527504e+11,2.4487387207e+03,4.8278e+08,2.3487e+11,0.1995262,2.28590e-01,3.665e+03,8.495e-03,8.495e-03,0.20717,0.00005,0.15865,0.09428,2.7649e+40,-5.6636e+40,5.9686072e-01,0,1,0.000000000,0.999956049
2.4982079624e+11,2.5161350705e+03,4.7253e+08,2.2700e+11,0.2089296,2.36366e-01,3.677e+03,9.204e-03,9.204e-03,0.20696,0.00005,0.15825,0.09400,2.9433e+40,-6.0084e+40,5.9501207e-01,0,1,0.000000000,0.999959080
2.5086503057e+11,2.5852237047e+03,4.6213e+08,2.1922e+11,0.2187762,2.44396e-01,3.690e+03,9.980e-03,9.980e-03,0.20674,0.00005,0.15783,0.09370,3.1328e+40,-6.3754e+40,5.9165350e-01,0,1,0.000000000,0.999956689
2.3597150064e+11,2.6537049005e+03,4.5545e+08,2.1320e+11,0.2290868,2.52540e-01,3.698e+03,1.075e-02,1.075e-02,0.20657,0.00005,0.15750,0.09347,3.3331e+40,-6.7676e+40,5.9517941e-01,0,1,0.000000000,0.999956798
2.3560565181e+11,2.7251779170e+03,4.4625e+08,2.0620e+11,0.2398833,2.61031e-01,3.710e+03,1.163e-02,1.163e-02,0.20635,0.00005,0.15709,0.09318,3.5464e+40,-7.1831e+40,5.9240189e-01,0,1,0.000000000,0.999959777
2.1351667969e+11,2.7954193332e+03,4.4188e+08,2.0140e+11,0.2511886,2.69604e-01,3.715e+03,1.247e-02,1.247e-02,0.20621,0.00005,0.15682,0.09299,3.7720e+40,-7.6282e+40,5.9974327e-01,0,1,0.000000000,0.999959758
2.1386031559e+11,2.8695722118e+03,4.3326e+08,1.9487e+11,0.2630268,2.78595e-01,3.727e+03,1.350e-02,1.350e-02,0.20601,0.00005,0.15643,0.09272,4.0124e+40,-8.0981e+40,5.9675734e-01,0,2,0.399083587,0.999957321,0.000000000,0.299525176
2.1186929790e+11,2.9447671717e+03,4.2543e+08,1.8879e+11,0.2754229,2.87826e-01,3.739e+03,1.459e-02,1.459e-02,0.20582,0.00005,0.15606,0.09246,4.2677e+40,-8.5982e+40,5.9482159e-01,0,2,0.456461554,0.999957517,0.000000000,0.239649491
2.0485966748e+11,3.0206813235e+03,4.1891e+08,1.8336e+11,0.2884032,2.97280e-01,3.749e+03,1.573e-02,1.573e-02,0.20565,0.00005,0.15574,0.09223,4.5387e+40,-9.1326e+40,5.9544661e-01,0,2,0.488190400,0.999957612,0.000000000,0.198874714
1.9773041472e+11,3.0979053509e+03,4.1264e+08,1.7813e+11,0.3019952,3.07002e-01,3.759e+03,1.695e-02,1.695e-02,0.20549,0.00005,0.15543,0.09202,4.8266e+40,-9.6999e+40,5.9624800e-01,0,2,0.513182766,0.999957666,0.000000000,0.162711909
1.9647237694e+11,3.1769893027e+03,4.0535e+08,1.7257e+11,0.3162278,3.17034e-01,3.772e+03,1.833e-02,1.833e-02,0.20533,0.00005,0.15512,0.09180,5.1329e+40,-1.0302e+41,5.9393950e-01,0,2,0.535270216,0.999957738,0.000000000,0.116430946
1.9523370655e+11,3.2581322649e+03,3.9737e+08,1.6684e+11,0.3311311,3.27397e-01,3.786e+03,1.985e-02,1.984e-02,0.20115,0.00005,0.15059,0.08864,5.5260e+40,-1.1085e+41,5.5633621e-01,0,2,0.563839317,0.999956941,0.000000000,0.033043286
